PMC4810892,Demographics and characteristics of venous thromboembolism patients,0.3956639566395664,0.07880434782608696,0.29411764705882354
PMC4810892,Risk factors for venous thromboembolism patients,0.4339622641509434,0.038461538461538464,0.4166666666666667
PMC4810892,Co-morbidities in venous thromboembolism patients,0.46153846153846156,0.046875,0.3409090909090909
PMC4810892,Clinical presentation of venous thromboembolism,0.46311475409836067,0.09465020576131687,0.32673267326732675
PMC4810892,Management strategies for venous thromboembolism patients,0.6294820717131474,0.244,0.5
PMC4810892,Diagnostic tools for venous thromboembolism,0.75,0.13333333333333333,0.625
PMC4810892,Anticoagulant treatment in venous thromboembolism,0.6754966887417219,0.24666666666666667,0.5625
PMC4810892,Annual incidence of acute deep venous thrombosis including the trend over a period of 5 years,0.6309523809523809,0.26506024096385544,0.4918032786885246
PMC4810892,Discussion,0.1718235681369322,0.07575757575757576,0.22626262626262628
PMC4810892,None,0,0,0
PMC4810892,Financial support and sponsorship,0,0,0
PMC4810892,Conflicts of interest,0,0,0
